id,week,week_title,category,section,listed_in,reading_type,title,authors,year,source,publication_date_raw,volume,issue,pages,doi,doi_url,url,citation,notes,source_file
w01-u-001,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Critiques,university_course_reading_list,Document,Does Humanitarian Aid Prolong Wars?,"Anthony, A",2010,,2010,2017.0,,,,,http://www.theguardian.com/society/2010/apr/25/humanitarian-aid-war-linda-polman,"Anthony, A (2010) Does Humanitarian Aid Prolong Wars?. Document Available at: http://www.theguardian.com/society/2010/apr/25/humanitarian-aid-war-linda-polman",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-002,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Critiques,university_course_reading_list,Website,Is it time to rethink the divide between humanitarian and development funding?,"Anyangwe, E",,,,,,,,,https://www.theguardian.com/global-development-professionals-network/2015/dec/04/funding-humanitarian-assistance-development-aid,"Anyangwe, E Is it time to rethink the divide between humanitarian and development funding?. Website Available at: https://www.theguardian.com/global-development-professionals-network/2015/dec/04/funding-humanitarian-assistance-development-aid",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-003,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Critiques,university_course_reading_list,Website,“A Critic At Large - Alms Dealers - Can you provide humanitarian aid without facilitating conflicts?,"Gourevitch, Philip",,New  Yorker,4-Oct-10,2017.0,,1 online resource,,,https://interagencystandingcommittee.org/system/files/legacy_files/Gourevitch-Critic-Alms%20Dealers-Oct2010.pdf,"Gourevitch, Philip “A Critic At Large - Alms Dealers - Can you provide humanitarian aid without facilitating conflicts?. Website New  Yorker, 2017.0, pp. 1 online resource Available at: https://interagencystandingcommittee.org/system/files/legacy_files/Gourevitch-Critic-Alms%20Dealers-Oct2010.pdf",Some issues bear also thematic titles.,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-004,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Critiques,university_course_reading_list,Article,A Review of Competencies Developed for Disaster Healthcare Providers: Limitations of Current Processes and Applicability,"Daily, Elaine; Padjen, Patricia; Birnbaum, Marvin",2010,Prehospital and disaster medicine,2010-10,25.0,5,387-395,10.1017/S1049023X00008438,https://doi.org/10.1017/S1049023X00008438,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:04:53&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_pubme&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=A+Review+of+Competencies+Developed+for+Disaster+Healthcare+Providers%3A+Limitations+of+Current+Processes+and+Applicability&rft.jtitle=Prehospital+and+disaster+medicine&rft.au=Daily%2C+Elaine&rft.date=2010-10&rft.volume=25&rft.issue=5&rft.spage=387&rft.epage=395&rft.pages=387-395&rft.issn=1049-023X&rft.eissn=1945-1938&rft_id=info:doi/10.1017%2FS1049023X00008438&rft.pub=Cambridge+University+Press&rft.place=New+York%2C+USA&rft.stitle=PREHOSP+DISASTER+MED&rft_id=info:pmid/21053183&rft_dat=<proquest_pubme>762686286</proquest_pubme>&svc_dat=viewit,"Daily, Elaine ; Padjen, Patricia ; Birnbaum, Marvin (2010) A Review of Competencies Developed for Disaster Healthcare Providers: Limitations of Current Processes and Applicability. Article Prehospital and disaster medicine, 25.0(5), pp. 387-395 doi:10.1017/S1049023X00008438 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:04:53&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_pubme&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=A+Review+of+Competencies+Developed+for+Disaster+Healthcare+Providers%3A+Limitations+of+Current+Processes+and+Applicability&rft.jtitle=Prehospital+and+disaster+medicine&rft.au=Daily%2C+Elaine&rft.date=2010-10&rft.volume=25&rft.issue=5&rft.spage=387&rft.epage=395&rft.pages=387-395&rft.issn=1049-023X&rft.eissn=1945-1938&rft_id=info:doi/10.1017%2FS1049023X00008438&rft.pub=Cambridge+University+Press&rft.place=New+York%2C+USA&rft.stitle=PREHOSP+DISASTER+MED&rft_id=info:pmid/21053183&rft_dat=<proquest_pubme>762686286</proquest_pubme>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-005,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Critiques,university_course_reading_list,Article,The far side: the meta functions of humanitarianism in a globalised world,"Donini, Antonio",2010,Disasters,2010-04,34.0,s2,S220-S237,10.1111/j.1467-7717.2010.01155.x,https://doi.org/10.1111/j.1467-7717.2010.01155.x,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:08:59&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+far+side%3A+the+meta+functions+of+humanitarianism+in+a+globalised+world&rft.jtitle=Disasters&rft.au=Donini%2C+Antonio&rft.date=2010-04&rft.volume=34&rft.issue=s2&rft.spage=S220&rft.epage=S237&rft.pages=S220-S237&rft.issn=0361-3666&rft.eissn=1467-7717&rft.coden=DISADE&rft_id=info:doi/10.1111%2Fj.1467-7717.2010.01155.x&rft.pub=Blackwell+Publishing+Ltd&rft.place=Oxford%2C+UK&rft.stitle=DISASTERS&rft_id=info:pmid/20132266&rft_dat=<gale_proqu>60344637</gale_proqu>&svc_dat=viewit&rft_galeid=A220887993,"Donini, Antonio (2010) The far side: the meta functions of humanitarianism in a globalised world. Article Disasters, 34.0(s2), pp. S220-S237 doi:10.1111/j.1467-7717.2010.01155.x Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:08:59&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+far+side%3A+the+meta+functions+of+humanitarianism+in+a+globalised+world&rft.jtitle=Disasters&rft.au=Donini%2C+Antonio&rft.date=2010-04&rft.volume=34&rft.issue=s2&rft.spage=S220&rft.epage=S237&rft.pages=S220-S237&rft.issn=0361-3666&rft.eissn=1467-7717&rft.coden=DISADE&rft_id=info:doi/10.1111%2Fj.1467-7717.2010.01155.x&rft.pub=Blackwell+Publishing+Ltd&rft.place=Oxford%2C+UK&rft.stitle=DISASTERS&rft_id=info:pmid/20132266&rft_dat=<gale_proqu>60344637</gale_proqu>&svc_dat=viewit&rft_galeid=A220887993",This paper expands on Donini (2008).,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-006,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Critiques,university_course_reading_list,Article,The Competency of Competencies,"Hein, Karen",2010,Prehospital and disaster medicine,2010-10,25.0,5,396-397,10.1017/S1049023X0000844X,https://doi.org/10.1017/S1049023X0000844X,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:10:06&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+Competency+of+Competencies&rft.jtitle=Prehospital+and+disaster+medicine&rft.au=Hein%2C+Karen&rft.date=2010-10&rft.volume=25&rft.issue=5&rft.spage=396&rft.epage=397&rft.pages=396-397&rft.issn=1049-023X&rft.eissn=1945-1938&rft_id=info:doi/10.1017%2FS1049023X0000844X&rft.pub=Cambridge+University+Press&rft.place=New+York%2C+USA&rft.stitle=PREHOSP+DISASTER+MED&rft_id=info:pmid/21053184&rft_dat=<proquest_cross>762687750</proquest_cross>&svc_dat=viewit,"Hein, Karen (2010) The Competency of Competencies. Article Prehospital and disaster medicine, 25.0(5), pp. 396-397 doi:10.1017/S1049023X0000844X Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:10:06&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+Competency+of+Competencies&rft.jtitle=Prehospital+and+disaster+medicine&rft.au=Hein%2C+Karen&rft.date=2010-10&rft.volume=25&rft.issue=5&rft.spage=396&rft.epage=397&rft.pages=396-397&rft.issn=1049-023X&rft.eissn=1945-1938&rft_id=info:doi/10.1017%2FS1049023X0000844X&rft.pub=Cambridge+University+Press&rft.place=New+York%2C+USA&rft.stitle=PREHOSP+DISASTER+MED&rft_id=info:pmid/21053184&rft_dat=<proquest_cross>762687750</proquest_cross>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-007,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Critiques,university_course_reading_list,Article,Proliferating Principles; Or How to Sup with the Devil without Getting Eaten,"Leader, Nicholas",1998,Disasters,1998-12,22.0,4,288-308,10.1111/1467-7717.00093,https://doi.org/10.1111/1467-7717.00093,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:11:00&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Proliferating+Principles%3B+Or+How+to+Sup+with+the+Devil+without+Getting+Eaten&rft.jtitle=Disasters&rft.au=Leader%2C+Nicholas&rft.date=1998-12&rft.volume=22&rft.issue=4&rft.spage=288&rft.epage=308&rft.pages=288-308&rft.issn=0361-3666&rft.eissn=1467-7717&rft.coden=DISADE&rft_id=info:doi/10.1111%2F1467-7717.00093&rft.pub=Blackwell+Publishers+Ltd&rft.place=Oxford%2C+UK+and+Boston%2C+USA&rft_id=info:pmid/9874895&rft_dat=<proquest_cross>69115737</proquest_cross>&svc_dat=viewit,"Leader, Nicholas (1998) Proliferating Principles; Or How to Sup with the Devil without Getting Eaten. Article Disasters, 22.0(4), pp. 288-308 doi:10.1111/1467-7717.00093 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:11:00&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Proliferating+Principles%3B+Or+How+to+Sup+with+the+Devil+without+Getting+Eaten&rft.jtitle=Disasters&rft.au=Leader%2C+Nicholas&rft.date=1998-12&rft.volume=22&rft.issue=4&rft.spage=288&rft.epage=308&rft.pages=288-308&rft.issn=0361-3666&rft.eissn=1467-7717&rft.coden=DISADE&rft_id=info:doi/10.1111%2F1467-7717.00093&rft.pub=Blackwell+Publishers+Ltd&rft.place=Oxford%2C+UK+and+Boston%2C+USA&rft_id=info:pmid/9874895&rft_dat=<proquest_cross>69115737</proquest_cross>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-008,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Quality Initiatives,university_course_reading_list,Website,CERAH/ELRHA Conference on humanitarian education and training In focus : Articulating an agenda for humanitarian education and training,O'Dempsey,,,,,,,,,https://reliefweb.int/sites/reliefweb.int/files/resources/Thematic%2520Paper%2520Three.pdf,O'Dempsey CERAH/ELRHA Conference on humanitarian education and training In focus : Articulating an agenda for humanitarian education and training. Website Available at: https://reliefweb.int/sites/reliefweb.int/files/resources/Thematic%2520Paper%2520Three.pdf,,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-009,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Quality Initiatives,university_course_reading_list,Website,Tools for knowledge and learning: A guide for development and humanitarian organizations,"Ramalingham, Ben",2006,,2006,,,,,,https://odi.org/en/publications/tools-for-knowledge-and-learning-a-guide-for-development-and-humanitarian-organisations/,"Ramalingham, Ben (2006) Tools for knowledge and learning: A guide for development and humanitarian organizations. Website Available at: https://odi.org/en/publications/tools-for-knowledge-and-learning-a-guide-for-development-and-humanitarian-organisations/",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-010,1,"Critiques, quality initiatives and competency frameworks",uni_provided_core,Quality Initiatives,university_course_reading_list,Website,Professionalising the humanitarian sector: A scoping study,"Walker, Peter",2010,,2010,,,,,,https://www.alnap.org/system/files/content/resource/files/main/professionalising-the-humanitarian-sector_0.pdf,"Walker, Peter (2010) Professionalising the humanitarian sector: A scoping study. Website Available at: https://www.alnap.org/system/files/content/resource/files/main/professionalising-the-humanitarian-sector_0.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-011,1,"Critiques, quality initiatives and competency frameworks",uni_provided_additional,Additonal Material,university_course_reading_list,Website,Core Competencies Framework,ALNAP,2017,,2017,,,,,,https://www.alnap.org/system/files/content/resource/files/main/CHCF%20-%20Framework.pdf,ALNAP (2017) Core Competencies Framework. Website Available at: https://www.alnap.org/system/files/content/resource/files/main/CHCF%20-%20Framework.pdf,,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-012,1,"Critiques, quality initiatives and competency frameworks",uni_provided_additional,Additonal Material,university_course_reading_list,Article,Core Humanitarian Standard,CHS Alliance,2014,,2014,,,,,,https://corehumanitarianstandard.org/files/files/Core%20Humanitarian%20Standard%20-%20English.pdf,CHS Alliance (2014) Core Humanitarian Standard. Article Available at: https://corehumanitarianstandard.org/files/files/Core%20Humanitarian%20Standard%20-%20English.pdf,,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-013,1,"Critiques, quality initiatives and competency frameworks",uni_provided_additional,Additonal Material,university_course_reading_list,Article,The professional humanitarian and the downsides of professionalisation,"James, Eric",2016,Disasters,2016-04,40.0,2,185-206,10.1111/disa.12140,https://doi.org/10.1111/disa.12140,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:36:41&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+professional+humanitarian+and+the+downsides+of+professionalisation&rft.jtitle=Disasters&rft.au=James%2C+Eric&rft.date=2016-04&rft.volume=40&rft.issue=2&rft.spage=185&rft.epage=206&rft.pages=185-206&rft.issn=0361-3666&rft.eissn=1467-7717&rft_id=info:doi/10.1111%2Fdisa.12140&rft.pub=Blackwell+Publishing+Ltd&rft.place=HOBOKEN&rft.stitle=DISASTERS&rft_id=info:pmid/26283645&rft_dat=<gale_proqu>1776407700</gale_proqu>&svc_dat=viewit&rft_galeid=A445481122,"James, Eric (2016) The professional humanitarian and the downsides of professionalisation. Article Disasters, 40.0(2), pp. 185-206 doi:10.1111/disa.12140 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:36:41&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+professional+humanitarian+and+the+downsides+of+professionalisation&rft.jtitle=Disasters&rft.au=James%2C+Eric&rft.date=2016-04&rft.volume=40&rft.issue=2&rft.spage=185&rft.epage=206&rft.pages=185-206&rft.issn=0361-3666&rft.eissn=1467-7717&rft_id=info:doi/10.1111%2Fdisa.12140&rft.pub=Blackwell+Publishing+Ltd&rft.place=HOBOKEN&rft.stitle=DISASTERS&rft_id=info:pmid/26283645&rft_dat=<gale_proqu>1776407700</gale_proqu>&svc_dat=viewit&rft_galeid=A445481122",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-u-014,1,"Critiques, quality initiatives and competency frameworks",uni_provided_additional,Additonal Material,university_course_reading_list,Website,In the Eye of Others. How People in Crisis Perceive Humanitarian Aid,Caroline Abu-Sada,2012,"MSF, Humanitarian Outcomes, New York University's Center on International Cooperation",2012,,,,,,https://www.msf.org/sites/msf.org/files/msf-in-the-eyes-of-others.pdf,"Caroline Abu-Sada (2012) In the Eye of Others. How People in Crisis Perceive Humanitarian Aid. Website MSF, Humanitarian Outcomes, New York University's Center on International Cooperation Available at: https://www.msf.org/sites/msf.org/files/msf-in-the-eyes-of-others.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w01-w-001,1,"Critiques, quality initiatives and competency frameworks",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Website,Change the economic incentives to reform the humanitarian system,"Lilly, D. and Pearson, M",2025,,,,,,,,https://blogs.lse.ac.uk/activism-influence-change/2025/10/27/change-the-economic-incentives-to-reform-the-humanitarian-system/,"Lilly, D. and Pearson, M. (2025). ‘Change the economic incentives to reform the humanitarian system’, LSE Activism, Influence and Change Blog, 27 October. Available at: https://blogs.lse.ac.uk/activism-influence-change/2025/10/27/change-the-economic-incentives-to-reform-the-humanitarian-system/",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w01-w-002,1,"Critiques, quality initiatives and competency frameworks",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Website,Centre for Humanitarian Action (n.d.). Data & Digitalisation. Available at: https://www.ch,Centre for Humanitarian Action,,,,,,,,,https://www.chaberlin.org/en/topics/data-digitalisation/,Centre for Humanitarian Action (n.d.). Data & Digitalisation. Available at: https://www.chaberlin.org/en/topics/data-digitalisation/,Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w01-w-003,1,"Critiques, quality initiatives and competency frameworks",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Website,"Digital skills, education, and competencies: compendium for Europe and Central Asia",International Telecommunication Union,2024,,,,,,,,https://www.itu.int/en/ITU-D/Regional-Presence/Europe/Documents/Clean%20Digital%20Skills%20Compendium%20%28Dec%202024%29.pdf,"International Telecommunication Union (2024). Digital skills, education, and competencies: compendium for Europe and Central Asia. Available at: https://www.itu.int/en/ITU-D/Regional-Presence/Europe/Documents/Clean%20Digital%20Skills%20Compendium%20%28Dec%202024%29.pdf",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w01-w-004,1,"Critiques, quality initiatives and competency frameworks",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Website,Open Collaboration for Innovation: Principles and Performance,"Levine, S.S. and Prietula, M.J",2014,,,,,,,,https://arxiv.org/pdf/1406.7541,"Levine, S.S. and Prietula, M.J. (2014). Open Collaboration for Innovation: Principles and Performance. Paper presented at the Collective Intelligence 2014 Conference, Cambridge, MA. Available at: https://arxiv.org/pdf/1406.7541",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w01-w-005,1,"Critiques, quality initiatives and competency frameworks",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Website,International Space Station Human Behavior and Performance Competency Model: Volume II,"Schmidt, L",2008,,,,,,,,https://ntrs.nasa.gov/citations/20080018551,"Schmidt, L. (2008). International Space Station Human Behavior and Performance Competency Model: Volume II. NASA Johnson Space Center. Available at: https://ntrs.nasa.gov/citations/20080018551",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w02-u-015,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Article,Design thinking,"Brown, Tim",2008,Harvard business review,6/1/2008,86.0,6,84-141,,,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:56:23&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Design+thinking&rft.jtitle=Harvard+business+review&rft.au=Brown%2C+Tim&rft.date=2008-06-01&rft.volume=86&rft.issue=6&rft.spage=84&rft.epage=141&rft.pages=84-141&rft.issn=0017-8012&rft.pub=HARVARD+BUSINESS+SCHOOL+PUBLISHING+CORPORATION&rft.place=WATERTOWN&rft.stitle=HARVARD+BUS+REV&rft_id=info:pmid/18605031&rft_dat=<gale_proqu>227843030</gale_proqu>&svc_dat=viewit&rft_galeid=A179770754,"Brown, Tim (2008) Design thinking. Article Harvard business review, 86.0(6), pp. 84-141 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+11:56:23&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Design+thinking&rft.jtitle=Harvard+business+review&rft.au=Brown%2C+Tim&rft.date=2008-06-01&rft.volume=86&rft.issue=6&rft.spage=84&rft.epage=141&rft.pages=84-141&rft.issn=0017-8012&rft.pub=HARVARD+BUSINESS+SCHOOL+PUBLISHING+CORPORATION&rft.place=WATERTOWN&rft.stitle=HARVARD+BUS+REV&rft_id=info:pmid/18605031&rft_dat=<gale_proqu>227843030</gale_proqu>&svc_dat=viewit&rft_galeid=A179770754",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w02-u-016,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Website,New Possibilities for Project Management Theory: A Critical Engagement,"Cicmil, Svetlana; Hodgson, Damian",,,,,,,,,https://journals-sagepub-com.manchester.idm.oclc.org/doi/pdf/10.1177/875697280603700311,"Cicmil, Svetlana; Hodgson, Damian New Possibilities for Project Management Theory: A Critical Engagement. Website Available at: https://journals-sagepub-com.manchester.idm.oclc.org/doi/pdf/10.1177/875697280603700311",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w02-u-017,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Book,Managing Humanitarian Relief 2nd Edition,,2017,Practical Action Publishing,2017,,,1 online resource (460 pages),,,,(2017) Managing Humanitarian Relief 2nd Edition. Book Practical Action Publishing,Originally published in: 2017.,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w02-u-018,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Book,Managing humanitarian relief : An operational guide for NGOs,"James, Eric.",2008,Practical Action Publishing,2008,,,1 online resource (431 pages),,,,"James, Eric. (2008) Managing humanitarian relief : An operational guide for NGOs. Book Practical Action Publishing",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w02-u-019,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Website,According to need?: needs assessment and decision-making in the humanitarian sector,"J, Darcy",2003,Overseas Development Institute,2003,,,,,,https://reliefweb.int/sites/reliefweb.int/files/resources/FA0CDD81255201BAC1256D5D002D428E-hpn-need-sep15.pdf,"J, Darcy (2003) According to need?: needs assessment and decision-making in the humanitarian sector. Website Overseas Development Institute Available at: https://reliefweb.int/sites/reliefweb.int/files/resources/FA0CDD81255201BAC1256D5D002D428E-hpn-need-sep15.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w02-u-020,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Website,The Checklist,"A, Gawande",1939,The Museum,1939,,,763 p. ;,,,https://www.newyorker.com/magazine/2007/12/10/the-checklist,"A, Gawande (1939) The Checklist. Website The Museum Available at: https://www.newyorker.com/magazine/2007/12/10/the-checklist",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w02-u-021,2,"Project management, design thinking and operational tools",uni_provided_core,Core / listed weekly reading,university_course_reading_list,Article,Design Thinking Comes of Age,"Kolko, Jon",2015,Harvard business review,9/1/2015,93.0,9,66-71,,,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:03:14&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_webof&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Design+Thinking+Comes+of+Age&rft.jtitle=Harvard+business+review&rft.au=Kolko%2C+Jon&rft.date=2015-09-01&rft.volume=93&rft.issue=9&rft.spage=66&rft.epage=71&rft.pages=66-71&rft.issn=0017-8012&rft.pub=HARVARD+BUSINESS+SCHOOL+PUBLISHING+CORPORATION&rft.place=WATERTOWN&rft.stitle=HARVARD+BUS+REV&rft_dat=<proquest_webof>1706270469</proquest_webof>&svc_dat=viewit,"Kolko, Jon (2015) Design Thinking Comes of Age. Article Harvard business review, 93.0(9), pp. 66-71 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:03:14&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-proquest_webof&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Design+Thinking+Comes+of+Age&rft.jtitle=Harvard+business+review&rft.au=Kolko%2C+Jon&rft.date=2015-09-01&rft.volume=93&rft.issue=9&rft.spage=66&rft.epage=71&rft.pages=66-71&rft.issn=0017-8012&rft.pub=HARVARD+BUSINESS+SCHOOL+PUBLISHING+CORPORATION&rft.place=WATERTOWN&rft.stitle=HARVARD+BUS+REV&rft_dat=<proquest_webof>1706270469</proquest_webof>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
